#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-08-16T15:29:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ611a83dccb671	
#INFO	-out.max=unlimited	
#INFO	queryParameters=46	
#-oc.form=sexa
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/AJ/123/2772&tab:{J/AJ/123/2772/AGB}&key:source=J/AJ/123/2772/AGB&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/123/2772/AGB
#-order=I
#-out=n_Name
#-out=Name
#-out=Vlsr
#-out=Vexp
#-out=IRAS
#-out=NIRAS
#-out=S12um
#-out=S25um
#-out=S60um
#-out=S100um
#-out.all=2
#-out=S4um
#-out=S8um
#-out=S12umM
#-out=S15um
#-out=S21um
#-out=Jmag
#-out=Hmag
#-out=Kmag
#-out=2MASS
#2MASS=2MASS
#-out=MSX
#MSX=MSX
#-out=GLON
#-out=GLAT
#-out=Vout
#-out=Sblue
#-out=Sred
#-out=vla
#-out=atca
#-out=_RA.icrs
#-out=_DE.icrs
#-out.all=2
#

#RESOURCE=yCat_51232772
#Name: J/AJ/123/2772
#Title: OH-selected AGB and post-AGB objects. I. (Sevenster+, 2002)
#Coosys	G:	galactic
#Table	J_AJ_123_2772_AGB:
#Name: J/AJ/123/2772/AGB
#Title: The catalogue of 766 OH-selected AGB and post-AGB objects (radio and infra-red data)
#Column	_RAJ2000	(A11)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A11)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	n_Name	(A1)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	Name	(A16)	OH name	[ucd=meta.id;meta.main]
#Column	Vlsr	(F6.1)	LSR velocity	[ucd=phys.veloc;pos.lsr]
#Column	Vexp	(F4.1)	Expansion velocity	[ucd=phys.veloc.expansion]
#Column	IRAS	(A10)	IRAS name	[ucd=meta.id.assoc]
#Column	NIRAS	(F6.2)	Distance between OH pos and IRAS pos in fractions of IRAS error ellipse IN THE DIRECTION of the OH source	[ucd=pos.angDistance]
#Column	S12um	(F7.2)	? Flux density at 12{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S25um	(F7.2)	? Flux density at 25{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	S60um	(F8.2)	? Flux density at 60{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.30-60um]
#Column	S100um	(F8.2)	? Flux density at 100{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.60-100um]
#Column	S4um	(F6.2)	? MSX flux density at 4{mu}m (B2 band) if within 5" (1)	[ucd=phot.flux.density;em.IR.3-4um]
#Column	S8um	(F6.2)	? MSX flux density at 8{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S12umM	(F7.2)	? MSX flux density at 12{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S15um	(F7.2)	? MSX flux density at 15{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S21um	(F7.2)	? MSX flux density at 21{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	Jmag	(F7.2)	? 2MASS J magnitude if within 3" (1)	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F7.2)	? 2MASS H magnitude if within 3" (1)	[ucd=phot.mag;em.IR.H]
#Column	Kmag	(F7.2)	? 2MASS Ks magnitude if within 3" (1)	[ucd=phot.mag;em.IR.K]
#Column	2MASS	(a5)	Display the 2MASS (Cat. II/246) sources within a 10-arcsec radius	[ucd=meta.ref.url]
#Column	MSX	(A3)	Display the MSX6C (Cat. V/114) sources within a 15-arcsec radius	[ucd=meta.ref.url]
#Column	GLON	(F7.3)	Galactic longitude in range [0,360]{deg} (the original table contained negative longitudes)	[ucd=pos.galactic.lon]
#Column	GLAT	(F7.3)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	Vout	(F6.3)	Outflow velocity	[ucd=phys.veloc]
#Column	Sblue	(F7.3)	Blue peak flux density	[ucd=phot.flux.density;em.IR]
#Column	Sred	(F7.3)	Red peak flux density	[ucd=phot.flux.density;em.IR]
#Column	vla	(A24)	VLA spectrum name (vla/spectrumname)	[ucd=meta.id;meta.file]
#Column	atca	(A25)	ATCA spectrum name (atca/spectrumname)	[ucd=meta.id;meta.file]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
_RAJ2000	_DEJ2000	n_Name	Name	Vlsr	Vexp	IRAS	NIRAS	S12um	S25um	S60um	S100um	S4um	S8um	S12umM	S15um	S21um	Jmag	Hmag	Kmag	2MASS	MSX	GLON	GLAT	Vout	Sblue	Sred	vla	atca	_RA.icrs	_DE.icrs
18 40 21.88	-04 57 10.4	D	OH027.263+00.198	  51.1	12.5	18376-0500	  0.65	  27.92	  52.61	 -748.00	-1278.00	  8.86	 26.78	  36.36	  49.51	  55.21	       	       	       	2MASS	MSX	027.263	+00.198	12.500	 12.500	  3.300	vla/OH027.263+00.198.dat	                         	280.0911	-04.9529
18 40 38.44	-10 42 33.3	D	OH022.174-02.496	 112.3	12.4	18378-1045	  0.23	   6.39	  11.13	    4.53	  -85.08	 -9.13	  4.76	   6.26	   7.38	   9.08	       	       	       	2MASS	MSX	022.174	-02.496	12.400	  0.500	  0.700	vla/OH022.174-02.496.dat	                         	280.1602	-10.7093
18 40 43.08	-06 20 52.8	D	OH026.063-00.519	  16.9	 7.9	18380-0623	  0.17	   2.74	   3.05	  -13.83	 -184.40	 -8.79	  0.79	   1.66	   1.42	   3.21	       	       	       	2MASS	MSX	026.063	-00.519	 7.900	  0.100	  0.200	vla/OH026.063-00.519.dat	                         	280.1795	-06.3480
18 40 55.12	-05 59 12.4	D	OH026.407-00.398	  94.2	14.8	18382-0602	  0.74	   3.07	   3.82	  -39.30	 -164.20	 -8.79	  4.42	   5.95	   6.27	   6.23	       	       	       	2MASS	MSX	026.407	-00.398	14.800	  0.300	  0.300	vla/OH026.407-00.398.dat	                         	280.2297	-05.9868
18 41 00.69	-06 32 02.5	D	OH025.931-00.669	  82.7	17.0	18383-0634	  0.19	   8.63	  11.55	  -22.92	 -167.10	      	      	       	       	       	       	       	       	2MASS	MSX	025.931	-00.669	17.000	  0.500	  0.800	vla/OH025.931-00.669.dat	                         	280.2529	-06.5340
18 41 14.24	-06 15 00.9	D	OH026.209-00.589	  71.3	21.5	18385-0617	  1.29	  53.61	  79.91	  -61.50	 -146.80	      	      	       	       	       	       	       	       	2MASS	MSX	026.209	-00.589	21.500	  3.800	  3.700	vla/OH026.209-00.589.dat	                         	280.3093	-06.2502
18 41 20.50	-01 50 06.6	D	OH030.147+01.408	 -44.2	12.4	18387-0153	  0.63	  -5.48	  16.57	   15.39	  -42.15	      	      	       	       	       	       	       	       	2MASS	MSX	030.147	+01.408	12.400	  0.100	  0.600	vla/OH030.147+01.408.dat	                         	280.3354	-01.8352
18 41 35.83	-05 58 48.9	D	OH026.490-00.545	  90.8	 0.0	18389-0601	  0.34	   3.52	  10.37	   64.61	 -366.20	 -8.79	 11.11	  12.49	  16.75	  25.44	       	       	       	2MASS	MSX	026.490	-00.545	 0.000	  0.600	  0.000	vla/OH026.490-00.545.dat	                         	280.3993	-05.9803
18 42 01.94	-05 21 08.1	D	OH027.098-00.354	 101.9	13.6	18391-0524	  9.73	       	       	        	        	 -8.79	 -0.09	  -1.37	   1.95	   6.80	       	       	       	2MASS	MSX	027.098	-00.354	13.600	  2.900	  4.000	vla/OH027.098-00.354.dat	                         	280.5081	-05.3522
18 42 07.02	-10 17 48.8	D	OH022.707-02.631	 -76.1	 5.7	18393-1020	  0.39	   5.86	   4.99	  -12.15	 -141.70	      	      	       	       	       	       	       	       	2MASS	MSX	022.707	-02.631	 5.700	  0.500	  0.400	vla/OH022.707-02.631.dat	                         	280.5293	-10.2969
18 42 31.85	-01 46 31.5	D	OH030.336+01.171	 -64.7	 5.7	18399-0149	  0.42	  12.11	   8.90	   -4.97	  -64.54	      	      	       	       	       	       	       	       	2MASS	MSX	030.336	+01.171	 5.700	  0.200	  0.200	vla/OH030.336+01.171.dat	                         	280.6327	-01.7754
18 42 38.63	-05 05 59.8	D	OH027.392-00.374	  57.8	23.9	18399-0509	  0.28	  23.81	  23.71	  -41.35	 -176.20	  7.25	  7.66	  10.08	  11.12	   9.93	       	       	       	2MASS	MSX	027.392	-00.374	23.900	  0.200	  0.400	vla/OH027.392-00.374.dat	                         	280.6610	-05.0999
18 42 53.11	-04 55 26.3	D	OH027.576-00.347	 170.2	13.6	18402-0458	  0.18	   8.87	   9.14	  -13.39	 -177.60	 -8.79	  2.09	   3.06	   2.71	   3.92	       	       	       	2MASS	MSX	027.576	-00.347	13.600	  0.500	  0.400	vla/OH027.576-00.347.dat	                         	280.7213	-04.9240
18 42 58.49	-04 38 47.3	D	OH027.833-00.240	  18.0	15.9	18392-0442	 29.00	       	       	        	        	 -9.25	  2.81	   3.24	   5.38	   5.01	       	       	       	2MASS	MSX	027.833	-00.240	15.900	  0.800	  0.600	vla/OH027.833-00.240.dat	                         	280.7437	-04.6465
18 43 23.86	-06 16 23.7	D	OH026.434-01.077	 127.1	13.6	18407-0619	  0.33	  12.84	  19.92	    7.83	   53.26	 -8.75	  3.56	   5.14	   6.00	   8.01	       	       	       	2MASS	MSX	026.434	-01.077	13.600	  0.700	  0.300	vla/OH026.434-01.077.dat	                         	280.8494	-06.2733
18 43 25.69	-03 55 55.7	D	OH028.520-00.014	 107.8	12.5	18407-0358	  0.66	   5.96	  10.47	  -18.20	 -932.30	 -9.25	  2.21	   3.43	   6.53	   4.69	       	       	       	2MASS	MSX	028.520	-00.014	12.500	  6.400	  7.000	vla/OH028.520-00.014.dat	                         	280.8570	-03.9321
18 43 29.26	-04 12 34.6	D	OH028.280-00.154	  51.1	19.3	18410-0415	  8.11	       	       	        	        	 -9.25	  0.73	  -1.49	  -1.22	  -2.99	       	       	       	2MASS	MSX	028.280	-00.154	19.300	  2.000	  2.100	vla/OH028.280-00.154.dat	                         	280.8719	-04.2096
18 43 54.49	-05 06 15.5	D	OH027.532-00.656	  99.8	18.1	18412-0509	  0.25	   5.40	   6.53	   -8.11	 -190.10	 -8.75	  2.67	   3.05	   3.19	   4.75	       	       	       	2MASS	MSX	027.532	-00.656	18.100	  0.300	  0.200	vla/OH027.532-00.656.dat	                         	280.9770	-05.1043
18 44 16.76	-01 00 26.7	D	OH031.219+01.133	  47.7	13.6	18417-0103	  0.61	  35.49	  32.97	  -27.04	 -288.60	 -9.63	 11.11	  13.27	  11.27	  14.93	       	       	       	2MASS	MSX	031.219	+01.133	13.600	  0.400	  0.400	vla/OH031.219+01.133.dat	                         	281.0698	-01.0074
18 44 19.75	-02 04 49.3	D	OH030.270+00.632	 -22.7	13.6	18417-0207	  0.16	  -4.53	   3.94	  -20.97	 -304.80	 -9.13	 -0.09	  -1.35	   1.09	   3.60	       	       	       	2MASS	MSX	030.270	+00.632	13.600	  0.500	  0.200	vla/OH030.270+00.632.dat	                         	281.0823	-02.0804
18 44 35.06	-01 19 55.1	D	OH030.965+00.917	  62.2	10.2	18420-0123	  0.20	   5.40	   5.63	  -29.18	 -310.20	      	      	       	       	       	       	       	       	2MASS	MSX	030.965	+00.917	10.200	  0.500	  0.900	vla/OH030.965+00.917.dat	                         	281.1461	-01.3320
18 44 41.67	-05 09 15.3	D	OH027.577-00.853	 105.6	12.4	18420-0512	  0.19	   1.03	  26.72	   26.22	 -237.10	 -8.75	  0.26	   1.49	   3.01	  21.74	       	       	       	2MASS	MSX	027.577	-00.853	12.400	  3.000	  2.700	vla/OH027.577-00.853.dat	                         	281.1736	-05.1542
18 44 49.83	-01 13 23.0	D	OH031.090+00.912	  46.3	17.0	18422-0116	  0.13	   8.69	   9.33	  -28.47	 -305.00	      	      	       	       	       	       	       	       	2MASS	MSX	031.090	+00.912	17.000	  0.300	  0.200	vla/OH031.090+00.912.dat	                         	281.2076	-01.2230
18 44 56.18	-04 33 57.2	D	OH028.128-00.638	 115.6	20.4	18422-0437	  0.11	  21.74	  23.04	  -15.59	 -152.00	      	      	       	       	       	       	       	       	2MASS	MSX	028.128	-00.638	20.400	  0.600	  0.600	vla/OH028.128-00.638.dat	                         	281.2341	-04.5659
18 44 56.21	-01 32 44.7	D	OH030.815+00.741	  14.6	19.3	18423-0135	  0.29	  13.61	  20.00	   11.49	 -304.10	      	      	       	       	       	       	       	       	2MASS	MSX	030.815	+00.741	19.300	  0.400	  0.400	vla/OH030.815+00.741.dat	                         	281.2342	-01.5458
18 44 59.31	-03 40 24.1	D	OH028.928-00.242	  78.2	17.0	18423-0343	  0.23	   6.79	  10.32	  -13.10	-1877.00	      	      	       	       	       	       	       	       	2MASS	MSX	028.928	-00.242	17.000	  0.900	  1.000	vla/OH028.928-00.242.dat	                         	281.2471	-03.6734
18 45 06.95	-03 19 52.0	D	OH029.247-00.114	  60.2	19.2	18429-0322	  8.60	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	029.247	-00.114	19.200	  0.600	  0.400	vla/OH029.247-00.114.dat	                         	281.2790	-03.3311
18 45 48.48	-04 00 47.4	D	OH028.719-00.579	  46.5	17.0	18431-0403	  0.06	  77.36	 106.40	  -29.61	 -163.30	      	      	       	       	       	       	       	       	2MASS	MSX	028.719	-00.579	17.000	  6.900	  4.300	vla/OH028.719-00.579.dat	                         	281.4520	-04.0132
18 45 52.33	-01 46 41.0	D	OH030.715+00.427	  66.9	17.0	18432-0149	  0.31	  25.06	  52.32	   48.09	  212.90	 -9.25	 12.83	  19.81	  30.09	  33.82	       	       	       	2MASS	MSX	030.715	+00.427	17.000	  3.900	  2.200	vla/OH030.715+00.427.dat	                         	281.4681	-01.7781
18 46 05.88	-01 59 16.6	D	OH030.554+00.281	  37.5	19.2	18434-0202	  0.16	  13.93	  19.75	   61.53	  289.90	 -9.25	  7.21	   9.91	  12.21	  10.71	       	       	       	2MASS	MSX	030.554	+00.281	19.200	  0.700	  1.100	vla/OH030.554+00.281.dat	                         	281.5245	-01.9880
18 46 26.86	-06 40 34.1	D	OH026.421-01.935	  27.2	11.4	18437-0643	  0.45	  46.13	  65.98	   18.73	 -185.40	 28.03	 41.44	  88.71	  86.52	 112.51	       	       	       	2MASS	MSX	026.421	-01.935	11.400	  4.200	  4.900	vla/OH026.421-01.935.dat	                         	281.6119	-06.6761
18 46 38.80	-00 17 14.1	D	OH032.130+00.935	 137.1	12.4	18440-0020	  0.37	   8.10	  13.05	    8.24	 -287.90	      	      	       	       	       	       	       	       	2MASS	MSX	032.130	+00.935	12.400	  0.900	  1.300	vla/OH032.130+00.935.dat	                         	281.6617	-00.2873
18 46 58.82	-01 43 44.5	D	OH030.885+00.203	  89.5	19.3	18443-0147	  0.84	  19.80	  30.94	 -155.40	-1308.00	 14.22	 14.08	  23.51	  24.30	  26.35	       	       	       	2MASS	MSX	030.885	+00.203	19.300	  3.900	  2.500	vla/OH030.885+00.203.dat	                         	281.7451	-01.7290
18 47 09.15	-03 23 54.7	D	OH029.419-00.597	 106.7	15.9	18445-0326	  4.93	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	029.419	-00.597	15.900	  0.300	  0.400	vla/OH029.419-00.597.dat	                         	281.7881	-03.3985
18 47 09.81	-02 35 35.2	D	OH030.137-00.232	  50.9	17.0	18445-0238	  0.28	  61.24	  85.75	  -14.84	-3490.00	      	      	       	       	       	       	       	       	2MASS	MSX	030.137	-00.232	17.000	 13.200	 12.300	vla/OH030.137-00.232.dat	                         	281.7909	-02.5931
18 47 16.55	-01 51 16.4	D	OH030.807+00.080	   2.1	13.6	18438-0154	 14.17	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	030.807	+00.080	13.600	  0.800	  1.000	vla/OH030.807+00.080.dat	                         	281.8190	-01.8546
18 47 24.15	-01 52 02.7	D	OH030.810+00.046	  63.4	13.6	18438-0154	 18.27	       	       	        	        	 -9.25	  0.47	  -1.49	   1.40	  -2.99	       	       	       	2MASS	MSX	030.810	+00.046	13.600	  0.500	  0.600	vla/OH030.810+00.046.dat	                         	281.8506	-01.8674
18 47 29.22	-03 24 39.6	D	OH029.446-00.677	 -11.4	13.6	18448-0328	  0.36	  -4.09	   3.36	  -19.73	 -234.00	      	      	       	       	       	       	       	       	2MASS	MSX	029.446	-00.677	13.600	  0.500	  0.200	vla/OH029.446-00.677.dat	                         	281.8718	-03.4110
18 47 37.69	-05 11 05.3	D	OH027.883-01.517	  85.2	14.8	18449-0514	  0.17	  25.10	  29.87	    7.49	 -121.30	  9.20	 18.99	  24.98	  24.14	  30.38	       	       	       	2MASS	MSX	027.883	-01.517	14.800	  1.400	  1.800	vla/OH027.883-01.517.dat	                         	281.9071	-05.1848
18 47 38.16	-01 37 27.3	D	OH031.053+00.105	  21.4	14.8	18443-0141	  7.36	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	031.053	+00.105	14.800	  0.300	  0.300	vla/OH031.053+00.105.dat	                         	281.9090	-01.6243
18 47 41.18	-01 45 11.5	D	OH030.944+00.035	  33.9	 6.8	18450-0148	  0.54	  23.73	 103.50	 -294.90	-2515.00	 -9.25	  2.33	  23.90	  55.87	  88.56	       	       	       	2MASS	MSX	030.944	+00.035	 6.800	  2.100	 23.200	vla/OH030.944+00.035.dat	                         	281.9216	-01.7532
18 47 50.00	-03 29 32.5	D	OH029.413-00.791	 124.8	11.4	18451-0332	  0.44	   0.87	  16.53	  -17.37	 -246.40	      	      	       	       	       	       	       	       	2MASS	MSX	029.413	-00.791	11.400	  4.500	  3.500	vla/OH029.413-00.791.dat	                         	281.9583	-03.4924
18 47 54.45	-08 21 29.7	D	OH025.086-03.022	   9.1	13.6	18451-0824	  0.10	  98.37	  66.26	   12.02	  -72.74	      	      	       	       	       	       	       	       	2MASS	MSX	025.086	-03.022	13.600	  0.600	  0.300	vla/OH025.086-03.022.dat	                         	281.9769	-08.3582
18 48 08.74	-01 56 52.8	D	OH030.823-00.156	  95.2	20.5	18455-0200	  1.30	 101.30	  79.40	 -323.70	-2257.00	      	      	       	       	       	       	       	       	2MASS	MSX	030.823	-00.156	20.500	  1.500	  0.400	vla/OH030.823-00.156.dat	                         	282.0364	-01.9480
18 48 26.35	+01 08 24.7	D	OH033.605+01.187	  95.3	13.6	18458+0104	  0.42	   5.79	  10.60	   -5.95	  -64.89	 -9.63	  3.64	   5.96	   6.98	   8.79	       	       	       	2MASS	MSX	033.605	+01.187	13.600	  0.400	  0.900	vla/OH033.605+01.187.dat	                         	282.1098	+01.1402
18 48 41.84	-02 50 28.1	D	OH030.091-00.686	  98.6	19.2	18460-0254	  1.45	 111.10	 279.90	  237.00	 -806.90	 -8.75	100.32	 140.24	 227.94	 276.72	       	       	       	2MASS	MSX	030.091	-00.686	19.200	 29.200	 35.100	vla/OH030.091-00.686.dat	                         	282.1744	-02.8411
18 48 42.90	-01 48 30.7	D	OH031.012-00.219	 124.7	13.6	18460-0151	  0.98	 -20.90	  32.72	 -276.70	  290.90	      	      	       	       	       	       	       	       	2MASS	MSX	031.012	-00.219	13.600	  3.300	  4.200	vla/OH031.012-00.219.dat	                         	282.1788	-01.8085
18 49 16.92	-07 13 53.5	D	OH026.246-02.814	 -65.8	11.4	18465-0717	  0.61	  16.37	  16.73	    4.03	  -62.93	      	      	       	       	       	       	       	       	2MASS	MSX	026.246	-02.814	11.400	  1.400	  2.400	vla/OH026.246-02.814.dat	                         	282.3205	-07.2315
18 49 19.31	-02 34 50.1	D	OH030.394-00.706	  68.1	27.2	18467-0238	  0.90	   5.55	  37.55	   57.46	 -218.80	 -8.75	  1.20	   5.81	  12.63	  23.93	       	       	       	2MASS	MSX	030.394	-00.706	27.200	  0.600	  0.300	vla/OH030.394-00.706.dat	                         	282.3305	-02.5806
18 50 20.45	-00 55 24.4	D	OH031.985-00.177	 111.1	11.4	18470-0059	 17.90	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	031.985	-00.177	11.400	  0.300	  0.300	vla/OH031.985-00.177.dat	                         	282.5852	-00.9235
18 50 22.40	-00 55 07.0	D	OH031.993-00.182	  69.1	14.8	18478-0058	  1.56	       	       	        	        	  8.90	 14.84	  17.71	  20.22	  24.55	       	       	       	2MASS	MSX	031.993	-00.182	14.800	  1.900	  1.900	vla/OH031.993-00.182.dat	                         	282.5933	-00.9186
18 50 31.35	-01 57 04.2	D	OH031.091-00.686	  98.6	19.3	18488-0200	 27.85	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	031.091	-00.686	19.300	  1.600	  1.400	vla/OH031.091-00.686.dat	                         	282.6306	-01.9512
18 50 37.68	+04 09 09.0	D	OH036.537+02.072	  59.0	15.9	18481+0405	  0.30	  11.22	  15.67	    4.50	  -33.05	 -8.34	  3.69	   4.92	   5.89	   7.31	       	       	       	2MASS	MSX	036.537	+02.072	15.900	  0.300	  0.200	vla/OH036.537+02.072.dat	                         	282.6570	+04.1525
18 50 55.96	+00 09 33.1	D	OH033.016+00.185	 121.2	14.8	18364+0005	163.65	       	       	        	        	 -9.25	  2.84	   3.92	   4.99	   5.58	       	       	       	2MASS	MSX	033.016	+00.185	14.800	  0.600	  1.200	vla/OH033.016+00.185.dat	                         	282.7332	+00.1592
18 50 59.54	+06 45 56.9	D	OH038.909+03.178	  95.3	13.6	18485+0642	  0.55	   3.58	  21.86	   25.32	  -61.08	 -8.63	  0.98	   3.11	   7.73	  16.88	       	       	       	2MASS	MSX	038.909	+03.178	13.600	  4.600	 11.500	vla/OH038.909+03.178.dat	                         	282.7481	+06.7658
18 51 16.00	+01 56 19.5	D	OH034.638+00.922	  27.2	15.9	18487+0152	  0.26	  29.66	  31.32	    8.60	 -234.00	 14.02	 24.71	  33.12	  31.22	  37.07	       	       	       	2MASS	MSX	034.638	+00.922	15.900	  1.600	  2.300	vla/OH034.638+00.922.dat	                         	282.8167	+01.9387
18 51 26.14	-01 03 53.2	D	OH031.984-00.485	  75.9	19.3	18488-0107	  0.40	  16.45	  42.98	   44.03	   72.80	 -8.79	 21.72	  32.01	  49.24	  58.86	       	       	       	2MASS	MSX	031.984	-00.485	19.300	  5.100	  3.400	vla/OH031.984-00.485.dat	                         	282.8589	-01.0648
18 51 33.74	-01 18 20.5	D	OH031.784-00.623	  98.6	14.8	18489-0122	  0.58	  10.23	 -16.73	   -9.79	 -191.10	 -8.75	  4.01	   5.51	   7.45	  10.91	       	       	       	2MASS	MSX	031.784	-00.623	14.800	  1.500	  0.700	vla/OH031.784-00.623.dat	                         	282.8906	-01.3057
18 52 01.43	-01 26 48.4	D	OH031.711-00.790	  78.3	12.5	18494-0130	  0.13	  12.58	  14.79	  -13.30	 -156.90	 12.47	 18.86	  23.67	  19.84	  26.48	       	       	       	2MASS	MSX	031.711	-00.790	12.500	  0.800	  1.500	vla/OH031.711-00.790.dat	                         	283.0060	-01.4468
18 52 14.13	-00 19 40.5	D	OH032.731-00.327	  60.2	14.8	18487-0023	 29.77	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	032.731	-00.327	14.800	  4.200	  1.700	vla/OH032.731-00.327.dat	                         	283.0589	-00.3279
18 52 15.35	+02 03 49.7	D	OH034.862+00.759	  69.1	14.8	18497+0200	  0.35	   5.58	  12.95	  -17.98	 -330.00	 -9.13	  7.32	   9.26	  12.48	  15.17	       	       	       	2MASS	MSX	034.862	+00.759	14.800	  0.500	  0.600	vla/OH034.862+00.759.dat	                         	283.0640	+02.0638
18 52 28.01	+00 27 29.5	D	OH033.457-00.020	  60.2	14.8	18504+0025	 12.56	       	       	        	        	 -9.25	  4.60	   6.11	   6.30	   9.24	       	       	       	2MASS	MSX	033.457	-00.020	14.800	  1.100	  1.600	vla/OH033.457-00.020.dat	                         	283.1167	+00.4582
18 52 40.04	+00 16 46.9	D	OH033.321-00.146	  71.5	12.5	18501+0013	  0.34	   4.22	   8.70	  -12.56	 -260.20	 -9.25	  7.04	   8.77	  11.87	  11.96	       	       	       	2MASS	MSX	033.321	-00.146	12.500	  0.200	  0.400	vla/OH033.321-00.146.dat	                         	283.1668	+00.2797
18 52 57.05	-01 38 06.2	D	OH031.649-01.082	 141.9	12.4	18503-0141	  0.39	  14.65	  15.06	  -12.77	 -186.30	 -8.75	 13.19	  16.54	  14.36	  18.31	       	       	       	2MASS	MSX	031.649	-01.082	12.400	  0.500	  0.400	vla/OH031.649-01.082.dat	                         	283.2377	-01.6350
18 53 30.12	-00 14 26.5	D	OH032.953-00.569	  37.3	17.0	18509-0018	  0.57	  15.65	  34.62	  -27.06	 -149.80	  9.75	 13.36	  21.37	  30.79	  32.03	       	       	       	2MASS	MSX	032.953	-00.569	17.000	  2.600	  2.200	vla/OH032.953-00.569.dat	                         	283.3755	-00.2407
18 53 54.15	-00 47 59.2	D	OH032.501-00.913	   7.9	14.8	18512-0051	  3.23	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	032.501	-00.913	14.800	  0.800	  0.200	vla/OH032.501-00.913.dat	                         	283.4756	-00.7998
18 54 15.98	+04 02 31.9	D	OH036.852+01.214	 -12.6	 7.9	18518+0358	  1.53	       	       	        	        	  9.75	 19.81	  23.58	  18.79	  20.57	       	       	       	2MASS	MSX	036.852	+01.214	 7.900	  1.500	  2.000	vla/OH036.852+01.214.dat	                         	283.5666	+04.0422
18 54 20.83	+00 41 05.1	D	OH033.873-00.335	  27.1	15.9	18517+0037	  0.19	  16.58	  39.38	   26.33	 -165.30	      	      	       	       	       	       	       	       	2MASS	MSX	033.873	-00.335	15.900	  1.400	  0.900	vla/OH033.873-00.335.dat	                         	283.5868	+00.6848
18 54 31.62	+05 37 13.1	D	OH038.287+01.875	  11.4	11.4	18520+0533	  0.38	  -1.96	   9.86	   10.86	 -204.60	 -8.34	  0.13	  -1.23	   1.92	   7.14	       	       	       	2MASS	MSX	038.287	+01.875	11.400	  0.200	  0.800	vla/OH038.287+01.875.dat	                         	283.6318	+05.6203
18 55 05.06	+02 14 44.0	D	OH035.346+00.213	  70.3	18.1	18525+0210	  0.22	  18.41	  35.27	   16.27	 -147.50	 -9.25	  3.25	   4.77	   7.66	   9.69	       	       	       	2MASS	MSX	035.346	+00.213	18.100	  0.800	  0.700	vla/OH035.346+00.213.dat	                         	283.7711	+02.2456
18 55 56.82	+07 30 29.9	D	OH040.130+02.420	  47.7	18.1	18535+0726	  0.18	  62.98	  70.67	   11.47	  -85.05	 -8.13	 24.07	  32.13	  30.02	  42.42	       	       	       	2MASS	MSX	040.130	+02.420	18.100	  0.800	  1.500	vla/OH040.130+02.420.dat	                         	283.9867	+07.5083
